CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_amide,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_oxime,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_priamide,fr_urea,EC1_EC2_EC3_EC4_EC5_EC6
C00487,10.12862245,-0.952824074,10.12862245,0.171111111,0.54928273,162.209,146.081,162.1124698,66,1.454545455,1.909090909,2.181818182,3.694259125,139.1113374,9.068914101,7.241452909,7.241452909,4.81034907,3.513848357,3.513848357,3.724584465,3.724584465,1.168716747,1.168716747,0.898364948,0.898364948,-0.61,10.39,3.686619873,7.285016628,66.64869848,14.69608565,12.64872279,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,0.0,0.0,27.56383757,19.49062283,5.969305288,0.0,0.0,12.52478801,27.68777235,0.0,0.0,0.0,0.0,0.0,0.0,54.45712968,4.794537184,0.0,6.420821623,0.0,0.0,57.53,12.07327168,4.794537184,6.420821623,11.02778726,0.0,0.0,0.0,0.0,10.21305479,0.0,0.577824074,31.92217593,0.857142857,11,2,4,0,0,0,0,0,0,2,2,4,4,0,0,0,-0.4718,41.159,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C00606,9.881944444,-2.122067901,9.881944444,0.421296296,0.433679609,153.159,146.103,153.0095787,54,1.777777778,2.222222222,2.333333333,3.632432152,135.7744375,7.439157589,4.480979382,5.297475963,4.03658126,2.095903689,3.371735663,1.432883581,2.409189263,0.639332766,1.283603485,0.224893839,0.674681518,-0.46,8.54,3.543480875,4.070503979,54.14227364,15.39294475,6.041840829,11.08044277,0.0,5.969305288,4.794537184,4.208898492,0.0,0.0,0.0,0.0,0.0,5.752853607,18.66271294,17.04974805,0.0,5.733667477,6.041840829,5.752853607,0.0,0.0,5.733667477,0.0,0.0,0.0,31.63217548,15.87497995,0.0,0.0,0.0,0.0,100.62,28.84444249,9.003435676,0.0,0.0,0.0,0.0,0.0,0.0,15.39294475,0.0,17.9825,19.86179012,0.666666667,9,4,5,0,0,0,0,0,0,3,3,6,3,0,0,0,-1.38,31.2494,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C00632,10.38287037,-1.14037037,10.38287037,0.078703704,0.408715855,153.137,146.081,153.0425931,58,1.454545455,2.090909091,2.545454546,3.273580822,295.7372023,8.43072142,5.612076558,5.612076558,5.125897658,2.934029811,2.934029811,2.043526668,2.043526668,1.313518152,1.313518152,0.739510888,0.739510888,-1.71,7.397642627,2.494362825,1.235986288,62.88622554,15.94672227,5.749511833,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,6.066367069,12.13273414,0.0,11.25083777,15.00759197,11.65669156,0.0,0.0,0.0,5.733667477,23.7625527,5.749511833,5.733667477,5.687386275,5.749511833,0.0,16.18236008,0.0,0.0,10.35798868,18.19910121,0.0,83.55,5.969305288,4.794537184,17.0003496,0.0,0.0,18.19910121,0.0,0.0,15.94672227,0.0,0.0,35.66666667,0.0,11,4,4,0,0,0,1,0,1,3,3,4,1,0,0,1,0.6726,39.4785,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1_1_0_1_0_0
C00643,10.64394794,-1.032867536,10.64394794,0.150228175,0.615140715,220.228,208.132,220.0847922,84,1.5,2.25,2.9375,2.374839962,533.0092387,11.7067423,8.473883878,8.473883878,7.575387401,4.850532031,4.850532031,3.692655154,3.692655154,2.508030275,2.508030275,1.659510507,1.659510507,-2.01,10.50588762,3.861864738,1.848454526,91.50693472,20.93070079,11.79135266,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,23.7625527,23.52059013,0.0,15.00759197,16.87223022,4.983978521,5.733667477,12.46266245,0.0,29.95939627,5.749511833,5.733667477,0.0,5.749511833,0.0,27.20817943,11.21535881,0.0,5.563451492,24.39594478,10.90292493,99.34,12.01114612,9.901064579,12.17033346,0.0,16.46637642,0.0,24.39594478,4.983978521,10.84019487,0.0,0.0,44.66666667,0.181818182,16,5,5,0,0,0,1,1,2,3,4,5,3,0,0,2,0.8279,59.2787,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1_1_0_1_0_0
C00671,10.47430556,-1.329305556,10.47430556,0.344907407,0.571525741,130.143,120.063,130.0629942,52,1.555555556,2.0,2.111111111,3.880888248,128.2646625,7.439157589,5.548167227,5.548167227,4.091422815,2.863235564,2.863235564,1.978699195,1.978699195,1.27074204,1.27074204,0.396180907,0.396180907,-0.86,8.14,3.222126321,2.258042222,53.68123955,5.106527395,0.0,0.0,5.783244946,5.969305288,4.794537184,4.794537184,0.0,0.0,13.8474744,6.420821623,5.917906046,0.0,14.69560176,11.75255023,0.0,5.917906046,20.26829602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.85907763,9.589074368,5.917906046,20.26829602,0.0,0.0,54.37,11.75255023,9.589074368,5.917906046,6.420821623,0.0,0.0,13.8474744,0.0,5.106527395,0.0,0.0,30.16666667,0.666666667,9,1,3,0,0,0,0,0,0,2,1,3,3,0,0,0,0.6862,32.0978,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C00826,11.10845522,-1.447384259,11.10845522,0.252592593,0.473264906,227.216,214.112,227.0793725,88,1.3125,1.8125,2.1875,2.917745834,346.2208898,12.34493498,8.406696033,8.406696033,7.371515126,4.658154527,4.658154527,3.703200237,3.703200237,2.454675165,2.454675165,1.477472578,1.477472578,-1.66,12.40973501,4.460641482,2.471314673,91.68432899,21.05324966,11.4568313,0.0,0.0,11.93861058,9.589074368,0.0,0.0,0.0,24.30408043,6.420821623,0.0,6.103966388,24.90865655,11.93861058,0.0,11.14865795,18.56662884,0.0,24.30408043,0.0,5.733667477,0.0,0.0,0.0,39.40399998,9.589074368,5.414990469,6.420821623,24.30408043,0.0,120.85,29.49940826,9.589074368,6.420821623,0.0,0.0,24.30408043,0.0,0.0,21.05324966,0.0,0.0,52.75,0.4,16,5,6,1,0,1,0,0,0,4,4,6,4,0,0,1,-0.6537,54.5838,2,1,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C01271,10.52768519,-0.200787037,10.52768519,0.009444444,0.534132914,104.13,100.098,103.9932004,34,2.5,3.166666667,3.333333333,3.245579443,85.35260811,6.568914101,3.048167227,3.864663808,3.66390246,1.428248861,1.836497152,0.758706799,1.2140486,0.25795376,0.424620426,0.074535599,0.149071199,-0.02,3.044030673,1.238767219,0.988355611,41.57995777,0.0,0.0,0.0,0.0,40.67283424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064579,17.74406608,0.0,0.0,13.02770359,0.0,0.0,0.0,0.0,0.0,0.0,12.62878915,16.82868629,4.794537184,0.0,6.420821623,0.0,0.0,37.3,0.0,4.794537184,11.72215889,6.420821623,0.0,12.62878915,0.0,0.0,5.106527395,0.149675926,0.0,19.73944444,0.666666667,6,1,2,0,0,0,0,0,0,3,1,5,2,0,0,0,-0.0317,23.2218,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C03758,9.035908919,-0.091878307,9.035908919,0.087083333,0.544872839,153.181,142.093,153.0789786,60,1.181818182,1.909090909,2.454545455,2.864712197,247.8474159,8.267584714,6.11804183,6.11804183,5.236382105,3.447049148,3.447049148,2.361741814,2.361741814,1.472837833,1.472837833,0.891184759,0.891184759,-1.22,7.882249489,3.253808597,1.847587586,65.08964555,15.94672227,0.0,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,6.066367069,30.66176366,0.0,0.0,10.21305479,0.0,0.0,5.733667477,6.420821623,6.544756406,23.7625527,11.49902367,5.733667477,0.0,11.49902367,0.0,16.7578112,6.420821623,0.0,5.563451492,18.19910121,0.0,66.48,0.0,0.0,11.49902367,12.96557803,5.563451492,12.13273414,6.066367069,0.0,15.94672227,0.0,0.0,30.0,0.25,11,4,3,0,0,0,1,0,1,3,3,3,2,0,0,1,0.599,42.53,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1_1_0_1_0_0
C03771,10.47525557,-1.418680556,10.47525557,0.03212963,0.182171884,173.172,162.084,173.0800412,68,1.5,2.083333333,2.5,3.379087312,202.2149912,9.560477932,6.462380789,6.462380789,5.53658126,3.377637004,3.377637004,2.17233412,2.17233412,1.134601822,1.134601822,0.578935346,0.578935346,-1.59,10.41,5.112229313,5.214986217,69.25634343,16.15698348,0.0,5.959554569,5.783244946,5.969305288,10.20382079,4.794537184,0.0,0.0,0.0,6.420821623,12.96557803,0.0,14.69560176,17.7121048,5.316788604,5.733667477,12.84164325,6.544756406,0.0,0.0,11.05045608,0.0,0.0,0.0,29.3633886,9.589074368,5.409283606,12.84164325,0.0,0.0,116.27,11.75255023,9.589074368,12.38037619,12.96557803,0.0,0.0,0.0,5.316788604,16.24947848,0.0,0.0,41.0,0.5,12,5,6,0,0,0,0,0,0,3,4,6,5,0,0,0,-1.09663,41.7936,1,0,0,0,0,1,1,2,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C03964,10.27119583,-1.38468254,10.27119583,0.051203704,0.631107395,182.175,172.095,182.0579088,70,1.307692308,1.846153846,2.307692308,2.641763905,290.9879408,9.844934983,6.843747204,6.843747204,6.092224153,3.781380651,3.781380651,2.724606769,2.724606769,1.650451812,1.650451812,0.942601292,0.942601292,-1.55,9.537336245,3.909515506,2.757388143,75.07045282,15.31958218,5.749511833,6.103966388,0.0,5.969305288,0.0,4.794537184,0.0,0.0,12.13273414,17.69618563,6.420821623,0.0,20.11411937,5.969305288,0.0,0.0,12.52478801,0.0,29.82891977,5.749511833,0.0,0.0,5.749511833,0.0,27.39285386,11.21535881,0.0,5.563451492,24.26546827,0.0,77.76,12.07327168,4.794537184,12.17033346,5.563451492,0.0,12.13273414,12.13273414,0.0,15.31958218,0.0,0.0,40.83333333,0.222222222,13,3,4,0,0,0,1,0,1,3,3,4,3,0,0,1,0.3802,45.4534,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1_1_0_1_0_0
C05747,10.76250378,-0.385972222,10.76250378,0.1194024,0.650146293,147.219,136.131,147.0479756,53,2.0,2.666666667,3.111111111,3.365128215,107.9209386,7.983127663,5.462380789,6.27887737,4.701907263,3.043603933,3.451852223,2.018631254,2.473973055,1.024190052,1.190856718,0.627672392,0.820059122,-0.02,7.091358575,3.903486251,3.53877203,60.67478412,0.0,0.0,0.0,0.0,59.93529911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064579,17.74406608,0.0,0.0,32.29016846,0.0,0.0,0.0,0.0,0.0,0.0,12.62878915,16.32577071,4.794537184,0.0,26.18620207,0.0,0.0,37.3,0.0,4.794537184,11.21924332,6.420821623,12.84164325,12.62878915,0.0,0.0,5.106527395,0.1194024,0.0,23.78386007,0.833333333,9,1,2,0,0,0,0,0,0,3,1,4,4,0,0,0,1.2616,38.1298,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C00067,8.0,2.0,8.0,2.0,0.3606244583,30.026,28.01,30.010564684,12,1.5,1.5,1.5,2.0,2.0,2.0,1.1153550717,1.1153550717,1.0,0.2886751346,0.2886751346,0.0,0.0,0.0,0.0,0.0,0.0,-0.33,1.67,0.67,-5.3603030303,12.9007731279,4.7945371841,6.7890760999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7945371841,6.7890760999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7890760999,4.7945371841,0.0,0.0,0.0,0.0,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7945371841,0.0,0.0,10.0,0.0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.1849,7.121,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_1_0_1_0_0
C00331,11.0404473734,-1.3886285903,11.0404473734,0.0700925926,0.7397976881,203.197,194.125,203.058243148,76,1.2666666667,2.0,2.7333333333,2.3658884411,527.3674851782,10.8364988143,7.8575683036,7.8575683036,7.1815405504,4.4936624078,4.4936624078,3.2646029193,3.2646029193,2.2644632188,2.2644632188,1.5264604389,1.5264604389,-2.1,9.4548367062,3.5702103482,1.7386726495,85.5343323677,10.0905059158,0.0,0.0,5.7832449464,5.969305288,4.7945371841,4.7945371841,0.0,0.0,18.1991012054,11.6298185602,23.5205901266,0.0,14.695601763,22.6554751664,4.9839785209,0.0,6.4208216229,0.0,36.0257633372,0.0,0.0,0.0,0.0,0.0,21.8430561501,16.0098959911,0.0,5.5634514917,30.4623118455,10.9029249321,70.16,11.7525502343,9.5890743681,6.4208216229,0.0,16.4663764238,0.0,6.1968435716,4.9839785209,5.1065273948,0.0,0.0,42.3333333333,0.0909090909,15,2,4,0,0,0,1,1,2,2,2,4,3,0,0,2,1.3641,54.6455,1,0,0,1,0,1,1,2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1_1_0_1_0_0
