CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_aldehyde,fr_amide,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_oxime,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_priamide,fr_urea,EC1_EC2_EC3_EC4_EC5_EC6
C01777,10.41153912,-0.23747449,10.41153912,0.049490741,0.517429172,131.175,118.071,131.0940801,53,1.666666667,2.222222222,2.555555556,3.290617578,119.4064488,8.198670613,6.177923739,6.177923739,4.416502219,2.854791978,2.854791978,2.945725928,2.945725928,0.923095124,0.923095124,0.361171492,0.361171492,-0.57,6.548623962,2.351355522,5.298665785,55.80883409,0.0,0.0,0.0,0.0,54.78130618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.014431,6.472220865,0.0,0.0,0.0,34.29465432,0.0,0.0,0.0,4.794537184,0.0,0.0,45.24990604,4.736862954,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184,6.472220865,6.606881965,11.02778726,0.0,0.0,21.14301595,4.736862954,-0.23747449,0.854444444,23.04969671,0.833333333,9,0,3,0,0,0,0,0,0,2,0,4,3,0,0,0,0.3785,34.2474,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01812,9.430555556,-0.634259259,9.430555556,0.113425926,0.462651136,59.044,56.02,59.01330434,23,2.5,2.75,2.75,2.847378923,42.91260938,4.28445705,2.062568667,2.062568667,2.27005561,0.781284334,0.781284334,0.393738543,0.393738543,0.0,0.0,0.0,0.0,-0.53,1.758184438,0.443274423,0.150272109,24.05994899,0.0,0.0,0.0,0.0,22.79410707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064579,5.969305288,0.0,0.0,6.9237372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07583268,4.794537184,0.0,0.0,0.0,0.0,37.3,5.969305288,4.794537184,0.0,6.9237372,0.0,0.0,0.0,0.0,5.106527395,0.113425926,0.0,17.05324074,0.5,4,1,2,0,0,0,0,0,0,1,1,3,1,0,0,0,0.0386,12.4428,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01842,9.980416667,-0.192731482,9.980416667,0.192731482,0.557245771,101.149,90.061,101.084064,42,1.714285714,2.285714286,2.428571429,2.821938937,61.10049401,5.698670613,4.606918903,4.606918903,3.27005561,2.553459452,2.553459452,1.569866233,1.569866233,0.776729726,0.776729726,0.351007552,0.351007552,-0.53,6.47,3.652815357,5.47,43.70043228,5.733667477,0.0,0.0,5.907179729,0.0,4.794537184,0.0,0.0,0.0,13.34455882,6.420821623,6.420821623,0.0,4.794537184,5.907179729,0.0,5.733667477,26.18620207,0.0,0.0,0.0,5.733667477,0.0,0.0,0.0,5.907179729,4.794537184,0.0,26.18620207,0.0,0.0,43.09,0.0,4.794537184,5.907179729,6.420821623,12.84164325,0.0,0.0,0.0,5.733667477,0.0,0.0,19.16666667,0.8,7,2,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0.6619,28.7194,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0_0_1_0_0_0
C01866,9.788194444,0.185185185,9.788194444,0.185185185,0.383352562,71.079,66.039,71.03711378,28,1.8,2.2,2.2,2.32240505,53.913403,3.698670613,2.822461853,2.822461853,2.39384685,1.661230926,1.661230926,1.099953031,1.099953031,0.674230856,0.674230856,0.227062073,0.227062073,-0.53,2.693713647,0.707536304,0.250604862,30.17468839,5.316788604,0.0,0.0,5.907179729,0.0,4.794537184,0.0,0.0,0.0,0.0,0.0,12.96557803,0.0,4.794537184,5.907179729,5.316788604,0.0,6.420821623,6.544756406,0.0,0.0,5.316788604,0.0,0.0,0.0,12.45193614,4.794537184,0.0,6.420821623,0.0,0.0,29.1,0.0,4.794537184,5.907179729,0.0,12.96557803,0.0,0.0,5.316788604,0.0,0.0,0.0,14.16666667,0.666666667,5,1,2,0,1,1,0,0,0,1,1,2,0,1,1,1,-0.4937,17.6267,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01879,10.38347222,-0.943657407,10.38347222,0.164444444,0.494026338,129.115,122.059,129.0425931,50,1.777777778,2.444444444,2.666666667,2.480896527,154.2820971,6.853371151,4.755274008,4.755274008,4.198377303,2.721007039,2.721007039,1.997012563,1.997012563,1.293388982,1.293388982,0.799311684,0.799311684,-1.06,6.065944584,2.045962722,1.187967925,51.86032847,10.423316,6.041840829,0.0,5.907179729,5.969305288,4.794537184,4.794537184,0.0,0.0,0.0,6.420821623,6.420821623,0.0,14.69560176,11.87648502,5.316788604,0.0,18.88348408,0.0,0.0,0.0,5.316788604,0.0,0.0,0.0,23.02485324,9.589074368,0.0,12.84164325,0.0,0.0,66.4,12.01114612,9.589074368,5.907179729,12.84164325,0.0,0.0,0.0,5.316788604,5.106527395,0.0,0.0,30.16666667,0.6,9,2,4,0,1,1,0,0,0,2,2,4,1,1,1,1,-0.6504,28.8005,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01880,10.46083333,-0.025462963,10.46083333,0.025462963,0.440706329,114.144,104.064,114.0680796,46,1.25,2.125,3.0,2.266696515,78.52932501,5.819990956,4.852030487,4.852030487,3.89384685,3.050476816,3.050476816,2.031130352,2.031130352,1.288288118,1.288288118,0.806349353,0.806349353,-0.53,5.603868809,2.698435941,1.523475772,48.83319778,4.736862954,0.0,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,19.26246487,6.420821623,6.606881965,9.531400138,5.969305288,0.0,0.0,25.68328649,6.606881965,0.0,0.0,0.0,0.0,0.0,0.0,12.57618725,9.531400138,0.0,25.68328649,0.0,0.0,26.3,0.0,4.794537184,5.969305288,13.02770359,19.26246487,0.0,0.0,0.0,4.736862954,0.0,0.0,19.66666667,0.833333333,8,0,2,0,1,1,0,0,0,2,0,2,0,1,1,1,1.1036,29.427,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0_0_1_0_0_0
C01883,9.652777778,-0.136574074,9.652777778,0.134259259,0.392729927,59.044,56.02,59.01330434,23,2.5,2.75,2.75,2.847378923,42.91260938,4.28445705,2.316496581,2.316496581,2.27005561,0.908248291,0.908248291,0.491581624,0.491581624,0.0,0.0,0.0,0.0,-0.53,1.758184438,0.443274423,0.150272109,24.05994899,0.0,0.0,0.0,0.0,22.79410707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064579,5.969305288,0.0,0.0,6.9237372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.969305288,9.901064579,0.0,6.9237372,0.0,0.0,26.3,0.0,4.794537184,5.969305288,0.0,0.0,6.9237372,0.0,5.106527395,0.0,-0.136574074,0.0,15.30324074,0.5,4,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0.0138,11.766,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01893,11.12883998,-0.228900594,11.12883998,0.044040769,0.476106132,243.332,226.196,243.1041478,90,1.4375,2.25,3.0,1.703040654,297.7887293,11.5436056,9.069679854,9.886176435,7.664703798,5.635367727,6.684122517,4.333955558,5.606121085,3.099963613,4.608602673,2.287762248,3.83135117,-0.91,11.57175254,4.947648687,2.607199344,98.89783704,16.36724469,0.0,0.0,5.907179729,6.031114512,4.794537184,4.794537184,11.76188495,0.0,6.420821623,12.84164325,17.42361326,12.08368166,9.589074368,23.70017919,10.63357721,5.733667477,43.01690618,5.752853607,0.0,0.0,16.36724469,4.794537184,0.0,11.76188495,35.02476754,4.794537184,0.0,25.68328649,0.0,0.0,84.22,0.0,9.589074368,17.98013507,17.71260048,25.01531848,0.0,0.0,10.63357721,5.733667477,0.0,0.0,37.76479308,0.8,16,4,5,0,2,2,0,0,0,3,3,6,5,2,2,2,0.1975,63.1518,0,0,0,0,0,0,0,2,2,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0_0_1_0_0_0
C01958,11.3138132,-0.257573125,11.3138132,0.165370168,0.693433055,275.412,248.196,275.2011051,111,0.8,1.5,2.3,1.440046514,410.0225069,14.39697675,12.42901628,12.42901628,10.22034669,8.893100122,8.893100122,7.897427412,7.897427412,7.317177301,7.317177301,6.60700188,6.60700188,-0.53,12.05795235,4.7442781,2.017130814,122.1950097,0.0,0.0,0.0,0.0,121.8232399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.531400138,6.472220865,0.0,35.50743628,70.31218262,0.0,0.0,0.0,0.0,4.794537184,0.0,0.0,12.57618725,4.736862954,35.50743628,64.20821623,0.0,0.0,26.3,0.0,4.794537184,12.57618725,0.0,41.9282579,57.78739461,0.0,0.0,4.736862954,-0.257573125,0.0,37.75757312,0.944444444,20,0,2,4,0,4,0,0,0,2,0,3,1,0,4,4,4.6935,77.379,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C01996,10.300428,-0.200509259,10.300428,0.200509259,0.421377787,146.21,130.082,146.1175552,60,1.4,1.9,2.2,3.290617578,115.2647394,8.198670613,7.177923739,7.177923739,4.416502219,3.354791978,3.354791978,3.353974219,3.353974219,1.067432691,1.067432691,0.463233565,0.463233565,-0.57,9.43,3.562154413,7.43,62.1737762,9.219893812,13.15163837,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,0.0,6.9237372,21.14301595,14.014431,5.969305288,0.0,0.0,6.9237372,34.29465432,0.0,0.0,0.0,0.0,0.0,0.0,44.74699046,9.531400138,0.0,6.9237372,0.0,0.0,26.3,0.0,4.794537184,5.969305288,6.606881965,11.02778726,6.9237372,0.0,21.14301595,4.736862954,0.0,0.826666667,23.84,0.857142857,10,0,3,0,0,0,0,0,0,2,0,3,3,0,0,0,0.2557,39.5324,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02010,12.27837093,-1.422709475,12.27837093,0.029443325,0.150577431,422.446,396.238,422.2026159,164,1.466666667,2.166666667,2.766666667,2.005432038,885.1446499,22.42192077,16.39402085,16.39402085,14.07829516,9.095075731,9.095075731,6.8656074,6.8656074,4.486147344,4.486147344,2.774274175,2.774274175,-3.45,22.83511105,9.844664534,6.021882495,171.5365481,37.26109112,5.817862778,18.29142213,5.907179729,11.65904869,14.77092044,9.589074368,4.983978521,0.0,6.076020107,18.5632088,32.25193441,6.041840829,19.43246472,23.65390236,19.7677765,11.46733495,37.25719246,19.32609587,34.89953144,0.0,28.20753443,5.817862778,0.0,0.0,69.17363132,14.32593732,5.409283606,19.06954442,29.20978804,0.0,215.67,41.98177763,19.49013895,18.19823897,12.96557803,4.567099648,29.31516058,7.047671983,10.30076713,27.34714899,0.0,1.085592866,84.0810738,0.470588235,30,9,13,0,1,1,0,1,1,9,6,13,8,0,0,2,-2.21873,107.2794,1,0,0,2,0,1,1,2,1,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02027,12.7174638,-0.897389012,12.7174638,0.072303757,0.512490499,472.534,440.278,472.209718,184,1.205882353,1.970588235,2.647058824,1.626956968,1052.867304,24.46589085,20.0890442,20.0890442,15.9866901,11.95731061,11.95731061,11.11122495,11.11122495,9.031609445,9.031609445,7.53172465,7.53172465,-2.61,23.14683365,7.699329778,3.248750385,198.160967,23.73426719,12.71084835,0.0,0.0,17.90791586,14.38361155,0.0,0.0,0.0,12.49684173,51.17023249,22.31133848,43.49380806,38.11787875,17.90791586,0.0,22.66579303,77.6080405,6.606881965,35.30235361,0.0,0.0,0.0,0.0,0.0,41.32634242,28.59420041,22.66579303,71.46647479,34.15605306,0.0,112.27,34.60826981,19.49013895,49.6437695,0.0,29.5513038,0.0,12.52632599,6.9237372,18.6277398,0.0,5.282619108,77.80071423,0.653846154,34,1,8,1,3,4,0,1,1,7,1,8,4,3,3,5,4.202,118.3928,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0_0_1_0_0_0
C02074,12.37364443,-1.515399094,12.37364443,0.049496226,0.327387392,512.559,480.303,512.215866,198,1.243243243,2.027027027,2.756756757,1.302992953,1200.601136,25.80023595,20.67519939,20.67519939,17.81093473,13.06735039,13.06735039,11.14400202,11.14400202,9.615459978,9.615459978,8.32154891,8.32154891,-2.18,23.90176502,8.159016551,2.945610362,213.7048465,34.63669844,36.74773311,6.290026729,0.0,5.969305288,14.68685165,0.0,0.0,0.0,24.27512131,42.88620958,18.88348408,29.46278454,39.43123562,17.36837657,4.899909731,16.82821683,87.22554961,6.606881965,41.4780444,0.0,0.0,5.687386275,0.0,0.0,98.73533306,24.42011651,11.83581209,32.25256914,40.90699764,0.0,141.28,48.95566589,25.22064676,35.99276543,0.0,35.37727055,6.9237372,0.0,10.9662768,19.20299359,0.0,0.0,89.25,0.62962963,37,4,10,1,6,7,1,0,1,10,4,10,4,5,6,8,0.1373,128.7952,0,4,4,0,0,0,0,1,1,2,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02075,10.82056798,-0.328159219,10.82056798,0.000794345,0.545294706,313.461,284.229,313.2167552,125,1.304347826,2.043478261,2.695652174,2.665028164,601.3282844,18.16492594,15.10902532,15.10902532,11.22005124,8.25565417,8.25565417,6.877054428,6.877054428,4.321159665,4.321159665,2.907531932,2.907531932,-1.83,17.52270979,8.143282545,6.434482603,140.8593143,0.0,0.0,0.0,0.0,89.6334116,0.0,0.0,0.0,0.0,19.42057893,31.60119254,0.0,0.0,9.531400138,6.472220865,0.0,5.414990469,53.88115087,6.606881965,58.74853876,0.0,0.0,4.794537184,0.0,0.0,13.07910283,4.736862954,5.414990469,53.88115087,58.74853876,0.0,26.3,0.0,4.794537184,11.88721133,6.606881965,5.57310453,35.98177846,0.0,45.92300912,4.736862954,-0.328159219,0.0,49.41149255,0.476190476,23,0,2,1,0,1,0,0,0,2,0,3,6,0,0,1,6.2039,97.474,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02119,10.18555556,-1.510740741,10.18555556,0.178333333,0.382100065,115.064,112.04,115.0031336,43,1.5,2.0,2.125,3.788427601,161.9505705,7.439157589,3.879065248,3.879065248,4.03658126,1.793086015,1.793086015,1.049443162,1.049443162,0.471261853,0.471261853,0.141160037,0.141160037,-1.19,4.956842878,1.731866726,1.505569485,45.11287742,0.0,0.0,0.0,0.0,43.94967133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49013895,18.03871076,0.0,0.0,6.420821623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.14523815,14.38361155,0.0,6.420821623,0.0,0.0,71.44,18.17337186,14.38361155,6.286160523,0.0,0.0,0.0,0.0,0.0,5.106527395,-0.502777778,0.0,35.00277778,0.25,8,1,4,0,0,0,0,0,0,3,1,5,3,0,0,0,-0.8939,22.2668,1,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02135,14.57038394,-1.512025861,14.57038394,0.002718362,0.022281105,1046.197,974.629,1045.534515,408,0.76,1.36,1.96,1.586896165,2441.288612,55.35406695,42.46753338,42.46753338,35.57160521,24.7765596,24.7765596,18.90296067,18.90296067,12.72780938,12.72780938,8.339580589,8.339580589,-8.09,59.47234305,28.96812786,18.72311655,433.5519443,73.88832562,48.04239764,5.959554569,41.35025811,11.93861058,43.76558108,9.778515705,0.0,0.0,76.5803399,60.7787357,44.24274925,18.78998253,58.47041684,59.24842325,52.085387,23.30314705,133.81707,13.08951281,83.94229824,5.749511833,48.68485518,0.0,5.749511833,0.0,150.8601117,62.41329953,17.2450957,83.04070951,67.12146726,0.0,406.34,119.880229,53.36388945,63.32350895,29.66247422,0.0,41.68954165,58.02678414,47.18547727,21.98314596,0.0,0.0,202.1666667,0.5,75,16,25,0,1,1,2,1,3,13,14,25,29,1,1,4,-1.10503,271.8755,2,0,0,2,1,2,2,9,7,2,9,2,0,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0_0_1_0_0_0
C02220,10.00039446,-1.277741875,10.00039446,0.400462963,0.380339502,157.125,150.069,157.0375077,60,1.272727273,1.818181818,2.181818182,4.125027081,228.7367823,8.853371151,5.520324849,5.520324849,5.03658126,2.638153956,2.638153956,1.624515457,1.624515457,0.761536024,0.761536024,0.305385949,0.305385949,-1.78,9.22,4.102460622,4.706618005,62.43615794,15.94672227,5.697039313,0.0,0.0,11.93861058,0.0,9.589074368,0.0,0.0,6.076020107,6.076020107,6.076020107,0.0,19.80212916,11.93861058,0.0,5.733667477,0.0,0.0,23.92509963,0.0,5.733667477,0.0,0.0,0.0,22.15166537,9.589074368,0.0,0.0,23.92509963,0.0,100.62,17.63564989,9.589074368,0.0,0.0,18.22806032,0.0,0.0,0.0,15.94672227,0.0,0.0,41.0,0.0,11,4,5,0,0,0,0,0,0,3,3,5,3,0,0,0,-0.4456,36.682,2,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02240,10.24083333,-0.03587963,10.24083333,0.03587963,0.418976111,100.117,92.053,100.0524295,40,1.428571429,2.285714286,2.571428571,2.249544095,70.14933959,5.112884175,4.144923706,4.144923706,3.39384685,2.550476816,2.550476816,1.677576962,1.677576962,1.038288118,1.038288118,0.629572658,0.629572658,-0.53,4.624559505,1.958669538,1.180334421,42.46825566,4.736862954,0.0,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0.0,0.0,19.26246487,6.606881965,0.0,0.0,0.0,0.0,0.0,0.0,12.57618725,9.531400138,0.0,19.26246487,0.0,0.0,26.3,0.0,4.794537184,5.969305288,13.02770359,12.84164325,0.0,0.0,4.736862954,0.0,0.0,0.0,18.16666667,0.8,7,0,2,0,1,1,0,0,0,2,0,2,0,1,1,1,0.7135,24.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0_0_1_0_0_0
C02253,11.60474361,-0.050808243,11.60474361,0.015443399,0.331233207,234.303,216.159,234.1480612,92,1.117647059,1.705882353,2.294117647,2.109562488,364.028195,12.5102254,9.70077703,9.70077703,8.198377303,5.610589664,5.610589664,3.669484855,3.669484855,2.240538708,2.240538708,1.366566156,1.366566156,-2.04,13.02684492,7.269135371,5.554834339,100.907544,16.36724469,0.0,5.959554569,0.0,0.0,10.20382079,0.0,0.0,0.0,18.19910121,24.97437738,18.6529643,0.0,4.794537184,11.8667343,10.63357721,5.733667477,12.84164325,13.08951281,35.89528683,0.0,16.36724469,0.0,0.0,0.0,24.95624711,0.0,5.409283606,23.19963192,30.33183534,0.0,91.0,0.0,4.794537184,11.8667343,18.6529643,12.84164325,0.0,12.13273414,10.63357721,11.14295108,0.0,0.0,42.0,0.333333333,17,5,5,0,0,0,1,0,1,2,4,5,6,0,0,1,0.67967,67.926,0,0,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02266,10.40671296,-1.607638889,10.40671296,0.252916667,0.333986244,148.114,140.05,148.0371734,58,1.4,2.0,2.5,2.601048363,144.9737366,7.723614639,5.097294956,5.097294956,4.625897658,2.835110186,2.835110186,2.132817269,2.132817269,1.355563484,1.355563484,0.701330653,0.701330653,-0.65,7.456951872,2.531037748,1.10866229,56.85095692,20.05644514,18.81481474,6.103966388,0.0,5.969305288,0.0,4.794537184,0.0,0.0,0.0,0.0,0.0,0.0,24.85098232,5.969305288,0.0,0.0,18.31189916,6.606881965,0.0,0.0,0.0,0.0,0.0,0.0,46.2076686,9.531400138,0.0,0.0,0.0,0.0,86.99,24.28120445,4.794537184,6.606881965,0.0,0.0,0.0,0.0,4.736862954,15.31958218,0.0,0.0,35.66666667,0.8,10,3,5,0,1,1,0,0,0,5,3,5,0,1,1,1,-2.3741,28.9794,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0_0_1_0_0_0
C02274,10.80356859,-0.121574074,10.80356859,0.121574074,0.411758202,148.161,140.097,148.0524295,56,1.181818182,2.0,2.909090909,2.414131025,291.3691367,7.681798276,6.04011122,6.04011122,5.360173345,3.646829486,3.646829486,2.581793231,2.581793231,1.794863898,1.794863898,1.220336113,1.220336113,-1.31,6.403360011,2.381380892,1.11340562,64.79546564,4.736862954,5.749511833,0.0,0.0,5.969305288,4.794537184,0.0,0.0,0.0,18.19910121,18.05064018,0.0,6.420821623,9.531400138,5.969305288,0.0,0.0,12.84164325,0.0,29.82891977,5.749511833,4.736862954,0.0,5.749511833,0.0,5.969305288,11.21535881,0.0,11.98427311,24.26546827,0.0,26.3,0.0,4.794537184,5.969305288,6.420821623,17.73378495,0.0,0.0,0.0,4.736862954,0.0,0.0,26.5,0.222222222,11,0,2,0,1,1,1,0,1,2,0,2,0,0,0,2,1.5382,40.398,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02290,10.35084467,-0.618055556,10.35084467,0.051111111,0.515584302,161.225,144.089,161.1284542,66,1.545454546,2.0,2.272727273,3.694259125,139.8662249,9.068914101,7.371589582,7.371589582,4.81034907,3.578916694,3.578916694,3.797158765,3.797158765,1.195280784,1.195280784,0.929028357,0.929028357,-0.61,10.39,3.686619873,7.285016628,67.19435542,15.32322573,12.64872279,0.0,5.907179729,0.0,4.794537184,0.0,0.0,0.0,0.0,0.0,0.0,27.56383757,14.38409544,5.907179729,0.0,5.733667477,12.52478801,27.68777235,0.0,0.0,5.733667477,0.0,0.0,0.0,49.28847672,4.794537184,0.0,6.420821623,0.0,0.0,63.32,12.01114612,9.901064579,6.420821623,11.02778726,0.0,0.0,0.0,0.0,5.733667477,0.0,0.63337963,29.86662037,0.857142857,11,3,4,0,0,0,0,0,0,2,2,4,4,0,0,0,-1.0711,42.7176,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0_0_1_0_0_0
C02294,6.409722222,0.00462963,6.409722222,0.00462963,0.256845602,73.099,66.043,73.06399722,30,2.0,2.2,2.2,2.847378923,40.15772188,4.28445705,3.077350269,3.077350269,2.27005561,1.288675135,1.288675135,0.663675135,0.663675135,0.269337567,0.269337567,0.0,0.0,-0.73,4.27,1.575810398,3.27,30.67929702,11.05045608,0.0,5.959554569,0.0,0.0,5.409283606,0.0,0.0,0.0,0.0,0.0,7.047671983,0.0,0.0,5.959554569,5.316788604,5.733667477,0.0,7.047671983,0.0,0.0,11.05045608,0.0,0.0,0.0,13.00722655,0.0,5.409283606,0.0,0.0,0.0,61.9,0.0,0.0,5.959554569,0.0,0.0,0.0,7.047671983,5.316788604,11.14295108,0.0,0.0,15.16666667,0.5,5,4,3,0,0,0,0,0,0,1,3,3,0,0,0,0,-0.90073,20.9738,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02301,10.79010393,-1.176203704,10.79010393,0.214861111,0.512852613,188.203,174.091,188.0922829,75,1.538461539,2.076923077,2.384615385,4.244430537,207.8713939,11.35337115,8.071770589,8.071770589,6.20419592,3.880117365,3.880117365,3.872223815,3.872223815,1.360474358,1.360474358,1.008323215,1.008323215,-1.1,9.984033613,3.740446763,6.096949368,77.49447417,0.0,0.0,0.0,0.0,76.56958209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.91549557,12.44152615,0.0,0.0,12.52478801,27.68777235,0.0,0.0,5.106527395,4.794537184,0.0,0.0,50.71629575,9.531400138,0.0,6.420821623,0.0,0.0,66.43,12.07327168,14.69560176,12.89304249,11.02778726,0.0,0.0,0.0,0.0,4.736862954,-0.510474301,0.560740741,40.61640023,0.75,13,0,5,0,0,0,0,0,0,4,0,6,5,0,0,0,-1.1129,42.7924,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
C02305,10.30030187,-4.528275069,10.30030187,0.508101852,0.220397223,211.114,201.034,211.0358071,76,1.615384615,2.076923077,2.384615385,4.123832226,260.5051135,10.64626437,6.75967134,7.654098531,5.721032672,3.074513476,4.686875444,2.254240198,3.565905252,1.005697152,1.508787644,0.505258429,0.951880201,-1.11,11.89,4.218641965,6.087902556,73.89249737,19.79326033,6.544756406,5.959554569,0.0,13.71579372,15.29111585,4.565048285,0.0,0.0,0.0,0.0,7.047671983,0.0,24.25293607,19.67534829,9.987204794,0.0,0.0,13.59242839,0.0,0.0,5.087295063,0.0,0.0,7.746488431,45.31454858,9.359585469,5.409283606,0.0,0.0,0.0,133.95,26.22010469,9.359585469,0.0,0.0,4.899909731,12.13496705,0.0,0.0,20.30263421,0.0,10.30030187,38.83858702,0.5,13,5,8,0,0,0,0,0,0,3,5,9,3,0,0,0,-1.38013,43.1723,1,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0_0_1_0_0_0
